image,caption
2987096101_a41896187a.jpg,빨간 셔츠를 입은 한 여성이 숲 위의 기념비 위에 선다.
2987096101_a41896187a.jpg,한 여성이 산이 내려다 보이는 절벽 끝에 서 있습니다.
2987096101_a41896187a.jpg, 여자가 큰
2987121689_f9de6c479b.jpg,흰색 스포츠 유니폼을 입은 남자가 공이 공중에 떠있는 동안 검정색과 노란색 유니폼을 입고 다른 선수를 막으려 고합니다.
2987121689_f9de6c479b.jpg,두 명의 축구 상대가 잔디밭에서 축구 공을 위해 달리고 싸 웁니다.
2987121689_f9de6c479b.jpg,두 명의 축구 선수가 공을 쫓고 있습니다.
2987121689_f9de6c479b.jpg,두 명의 축구 선수가 치열한 경기에서 공을 놓고 경쟁합니다.
2987121689_f9de6c479b.jpg,상대 축구 팀의 두 젊은이가 축구장에서 공을 얻기 위해 경쟁하고 있습니다.
2987195421_e830c59fb6.jpg,야구 선수가 포수와 ​​논쟁을 벌인다.
2987195421_e830c59fb6.jpg,투수와 포수가 프로 경기에서 다른 야구 선수를 치는 것을 축하합니다.
2987195421_e830c59fb6.jpg,투수와 포수는 볼 선수를 삼진 후 포옹을 준비합니다.
2987195421_e830c59fb6.jpg,피칭 마운드 근처의 야구 선수들은 타자가 걸어 나가는 것을 축하하고 있습니다.
2987195421_e830c59fb6.jpg, 경기 중 두 명의 프로 야구 선수
2987328689_96a2d814f1.jpg,바위를 던지는 개울에서 소년.
2987328689_96a2d814f1.jpg,한 소년이 개울에서 바위를 건너 뜁니다.
2987328689_96a2d814f1.jpg,소년은 개울에서 바위를 건너 뜁니다.
2987328689_96a2d814f1.jpg,한 소년이 강을 건너 바위를 던진다.
2987328689_96a2d814f1.jpg, 청바지를 입은 소년
2987576188_f82304f394.jpg,한 그룹의 사람들이 전시회에서 단일 파일로 걷고 있습니다.
2987576188_f82304f394.jpg,아치형 통로가 많은 콘크리트 건물 옆을 걷고있는 여러 사람
2987576188_f82304f394.jpg,학생들은 대학에서 수업에갑니다
2987576188_f82304f394.jpg,다섯 사람은 세 개의 황갈색 아치 아래에 서 있습니다.
2987576188_f82304f394.jpg,이 여섯 명이 기둥이있는 건물 밖을 걷고 있습니다.
2987775031_3f9ac69319.jpg,자전거를 타는 큰 모자를 쓴 광대.
2987775031_3f9ac69319.jpg,경주에서 자전거를 타는 광대 복장을 한 남자.
2987775031_3f9ac69319.jpg,자전거를 타는 빨간 카우보이 모자와 함께 흰색 정장을 입은 남자.
2987775031_3f9ac69319.jpg,얼굴 페인트와 오렌지색 특대 카우보이 모자를 쓴 사람이 자전거를 타고 트레일을 따라갑니다.
2987775031_3f9ac69319.jpg,광대 의상과 모자를 입은 남자가 자전거를 타고 있습니다.
2988244398_5da7012fce.jpg,오렌지 슬라이드 아래로 미끄러지는 아이
2988244398_5da7012fce.jpg,데님 바지를 입은 어린 소년이 오렌지색 슬라이드를 아래로 미끄러집니다.
2988244398_5da7012fce.jpg,오렌지 슬라이드 아래로 슬라이딩 바지 유아 소년
2988244398_5da7012fce.jpg,어린 아이가 주황색 슬라이드 아래로 미끄러 져 내려갑니다.
2988244398_5da7012fce.jpg,아이는 슬라이드 아래로 내려가는 것을 즐깁니다.
2988439935_7cea05bc48.jpg,공을 걷어차 기 준비 빨간색 축구 유니폼을 입은 남자.
2988439935_7cea05bc48.jpg,빨간 제복을 입은 남자가 축구 경기에서 활약합니다.
2988439935_7cea05bc48.jpg,빨간색 제복을 입은 남자가 필드에서 축구 공을 향해 실행됩니다.
2988439935_7cea05bc48.jpg, 빨간색 유니폼을 입은 선수가 축구 경기에서 공을 차기 위해 준비합니다.
2988439935_7cea05bc48.jpg,빨간 제복을 입은 축구 선수가 축구 공을 따라 달린다.
298920219_9a3f80acc5.jpg,검은 개와 거위가 물에서 헤엄칩니다.
298920219_9a3f80acc5.jpg,개와 빨간 머리 새가 물에서 수영
298920219_9a3f80acc5.jpg,검은 개가 흰 오리와 함께 호수에서 수영하고 있습니다.
298920219_9a3f80acc5.jpg,흰 오리가 검은 개와 함께 수영하고 있습니다.
298920219_9a3f80acc5.jpg,붉은 얼굴 수영과 흰 오리
2990471798_73c50c76fb.jpg,한 소년이 공중에서 빨간색으로 점프합니다.
2990471798_73c50c76fb.jpg,아이가 팔을 들고 웃습니다.
2990471798_73c50c76fb.jpg,셔츠없는 소년이 커튼을 통해 빨간 방석 위로 뛰어 오른다.
2990471798_73c50c76fb.jpg,흰 바지를 입은 어린 소년이 소파에서 뛰어 내리고있다.
2990471798_73c50c76fb.jpg,어린 소년은 구슬로 장식 된 커튼을 통해 침대 위로 뛰어 올랐다.
2990563425_2f7246f458.jpg,먼지 자전거 라이더가 큰 언덕에서 나오는 공기를 잡습니다.
2990563425_2f7246f458.jpg,모래 언덕에 먼지 자전거 타는 사람.
2990563425_2f7246f458.jpg,한 남자가 주황색 먼지 자전거에 바위를 뛰어 넘고 있습니다.
2990563425_2f7246f458.jpg,가파른 바위 얼굴을 타고 오토바이에 남자
2990563425_2f7246f458.jpg,모터 크로스 자전거 라이더가 채석장을 통해 자전거를 타고 있습니다.
2990977776_1ec51c9281.jpg,한 소년이 스케이트 보드로 스턴트를하고 있습니다.
2990977776_1ec51c9281.jpg,그의 스케이트 보드에 레일을 점프하는 소년.
2990977776_1ec51c9281.jpg,스케이트 보드 소년.
2990977776_1ec51c9281.jpg,검은 셔츠와 갈색 바지를 입고 어린 소년이 스케이트 보드의 낮은 막대 위로 점프하는 연습을합니다.
2990977776_1ec51c9281.jpg,스케이트 보드에 트릭을 하 고 소년
2991375936_bf4b0a7dc0.jpg,보라색 옷을 입은 아이와 검은 옷을 입은 어른.
2991375936_bf4b0a7dc0.jpg,한 여자가 여자의 얼굴을 본다.
2991375936_bf4b0a7dc0.jpg,어린 소녀가 성인 여성의 얼굴을 만진다.
2991375936_bf4b0a7dc0.jpg,한 어린 소녀가 벽돌 산책로에서 성인에게 다가갑니다.
2991375936_bf4b0a7dc0.jpg,걱정스러운 표정의 어린 소녀가 엎드려있는 여자의 얼굴을 만지고있다.
2991575785_bd4868e215.jpg,여자 근처에서 킥을하고있는 소녀.
2991575785_bd4868e215.jpg,검은 색 높은 옷을 입은 소녀가 잭-오-랜턴을 차고 있습니다.
2991575785_bd4868e215.jpg,청바지를 입은 소녀는 어른에게 자신이 얼마나 높이 차를 수 있는지 보여 주려고합니다.
2991575785_bd4868e215.jpg,그녀의 옆에 서있는 여자의 어깨까지 그녀의 다리를 차는 소녀.
2991575785_bd4868e215.jpg,여자가 남자를 걷어차 다.
2991771557_d98fa0a69f.jpg,스케이트 보드를 든 남자가 트릭을 수행합니다.
2991771557_d98fa0a69f.jpg,스노 보더는 난간에 트릭을합니다.
2991771557_d98fa0a69f.jpg,사이드 레일을 갈고있는 스노 보더.
2991771557_d98fa0a69f.jpg,스노 보더가 달리기 시작합니다.
2991771557_d98fa0a69f.jpg,녹색 모자를 쓰고있는 스노 보더가 금속 난간을 타고있다.
299178969_5ca1de8e40.jpg,나무에 파란색 소년입니다.
299178969_5ca1de8e40.jpg,진 재킷을 입은 아이가 나무에서 놀고있는 동안 미소를 짓는다.
299178969_5ca1de8e40.jpg,나뭇 가지에 포즈를 취하는 동안 웃 고 금발 머리를 가진 어린 소년.
299178969_5ca1de8e40.jpg, 금발
299178969_5ca1de8e40.jpg,나무를 등반 하 고 웃 고 작은 소년.
299181827_8dc714101b.jpg,분홍색 셔츠를 입은 소녀가 다른 소녀에게 물통을 버리려고합니다.
299181827_8dc714101b.jpg,한 여자가 흰 셔츠를 입은 남자에게 물통을 부을 준비를하고있다.
299181827_8dc714101b.jpg,한 소녀가 나이든 소년에게 물통을 던지고 있습니다.
299181827_8dc714101b.jpg,어린 소녀는 흰 셔츠를 입은 사람에게 양동이에서 물을 부었다.
299181827_8dc714101b.jpg,두 사람이 물을 가지고 노는 처리 된 잔디밭에 있습니다.
2991993027_36ac04e9a0.jpg,좀비 옷을 입은 사람들.
2991993027_36ac04e9a0.jpg,페이스 페인트를 착용 한 많은 사람들이 밖에 모입니다.
2991993027_36ac04e9a0.jpg,모두가이 파티에서 좀비 복장을하고 있습니다.
2991993027_36ac04e9a0.jpg,많은 사람들이 밤에 얼굴을 그렸습니다.
2991993027_36ac04e9a0.jpg,좀비 의상을 입은 사람들이 주위에 서 있습니다.
2991994415_504d1c0a03.jpg,빨간 옷을 입은 소녀와 해적 옷을 입은 다른 소녀가 놀고있다.
2991994415_504d1c0a03.jpg,빨간색과 검은 색 의상을 입은 소녀들이 레슬링 포즈를 취하고 있습니다.
2991994415_504d1c0a03.jpg,두 여자는 할로윈을 위해 옷을 입는다.
2991994415_504d1c0a03.jpg,빨간색 의상을 입은 두 소녀가 함께 플레이합니다.
2991994415_504d1c0a03.jpg,빨간색과 검은 색 의상을 입은 두 소녀가 사진을 위해 포즈를 취하고 있습니다.
2991994607_06f24ec7a6.jpg,제복을 입은 남자가 공포 의상을 입은 남자 옆에 선다.
2991994607_06f24ec7a6.jpg,좀비 의상을 입은 남자 옆에 경찰 의상을 입은 남자.
2991994607_06f24ec7a6.jpg,사람들은 의상 파티에 있습니다.
2991994607_06f24ec7a6.jpg,의상 파티에서 사람들.
2991994607_06f24ec7a6.jpg,피투성이의 남자는 할로윈 파티에서 히트를 쳤다.
2992614450_b5a6692239.jpg,자전거 타는 사람은 시골이 그의 앞에있는 수평 나무 구조를 뛰어 넘고있다.
2992614450_b5a6692239.jpg,공중에서 먼지 자전거
2992614450_b5a6692239.jpg,공중에서 오토바이를 탄 남자
2992614450_b5a6692239.jpg,사람이 자전거와 유사한 장치를 타고 공중에 있습니다.
2992614450_b5a6692239.jpg, 먼지 자전거를 탄 사람
2992658871_ac786d37a6.jpg,초록색 옷을 입은 남자가 좁은 띠에서 롤러 스케이트를 타고 있습니다.
2992658871_ac786d37a6.jpg,녹색 셔츠를 입은 남자가 난간에서 스케이트를 타고 있습니다.
2992658871_ac786d37a6.jpg,흰색 헬멧과 녹색 셔츠를 입은 남자가 롤러 블레이드를 타고 갈아 입습니다.
2992658871_ac786d37a6.jpg,금속 막대에 롤러 블레이드 남자.
2992658871_ac786d37a6.jpg,난간 위에서 미끄러지는 롤러 블레이드.
2992808092_5f677085b7.jpg,두 소년은 공을 위해 싸운다.
2992808092_5f677085b7.jpg,두 명의 필드 하키 선수가 공을 위해 싸운다.
2992808092_5f677085b7.jpg,두 명의 하키 선수가 잔디 위에서 퍽을 쏘려고합니다.
2992808092_5f677085b7.jpg,두 명의 반대되는 남자 선수가 필드 하키에서 공을 쫓고 있습니다.
2992808092_5f677085b7.jpg,두 명의 십대가 필드 하키 게임에 참여합니다.
2992999413_018f48aabc.jpg,한 소년이 아미쉬 공동체를 방문합니다.
2992999413_018f48aabc.jpg,한 무리의 아미쉬 사람들이 교회 밖에 서 있습니다.
2992999413_018f48aabc.jpg,흰색 건물에 들어가기를 기다리는 사람들.
2992999413_018f48aabc.jpg, Amish look people are outside a building
2992999413_018f48aabc.jpg,함께 모인 종교 종파.
2993049054_611f900644.jpg,한 남자가 사회적 환경에서 검은 마스크와 검은 옷을 입고있다.
2993049054_611f900644.jpg,마스크를 쓰고있는 사람.
2993049054_611f900644.jpg,한 남자가 배경에 여러 사람과 함께 검은 마스크를 쓰고
2993049054_611f900644.jpg,정교한 검은 마스크를 쓰고 검은 옷을 입은 남자
2993049054_611f900644.jpg,마스크를 가진 남자는 손을 올린다.
2993167183_2bda95fa3d.jpg,마이애미 농구 선수.
2993167183_2bda95fa3d.jpg,주황색 옷을 입은 마이애미 농구 선수가 다른 남자가 블록을하는 동안 공을 드리블합니다.
2993167183_2bda95fa3d.jpg,농구를하는 키가 큰 흑인 남자.
2993167183_2bda95fa3d.jpg,농구 선수가 주황색 유니폼을 입고 농구를 들고 있습니다.
2993167183_2bda95fa3d.jpg, 두 남자가 농구를
2993167197_e5d0a73530.jpg,농구 선수가 공을 패스 할 사람을 찾습니다.
2993167197_e5d0a73530.jpg,마이애미 농구 팀의 한 남자가 공을 잡고 막혀있는 동안 움직일 준비를하고 있습니다.
2993167197_e5d0a73530.jpg,공을 들고 농구 선수입니다.
2993167197_e5d0a73530.jpg,농구 선수는 공을 잡고 코트를 바라 봅니다.
2993167197_e5d0a73530.jpg,남자는 주황색 유니폼을 입고 농구를 들고 있습니다.
2993388841_6746140656.jpg,주황색 농구 선수는 공을 가지고 있고 파란색 농구 선수는 그를 막으려 고합니다.
2993388841_6746140656.jpg,주황색 농구 선수가 파란색 선수의 공을 잡고 있습니다.
2993388841_6746140656.jpg,파란색 농구 선수는 공을 위해 주황색 선수에게 도전하고 있습니다.
2993388841_6746140656.jpg, 파란색 유니폼을 입은 농구 선수가 주황색 유니폼을 입은 선수를 지키고 있습니다.
2993388841_6746140656.jpg,두 팀이 농구 경기에서 경쟁합니다.
2994104606_bc2df6c1f4.jpg,흰색 광고 갈색 개가 잔디에서 실행 중입니다.
2994104606_bc2df6c1f4.jpg,빨간 옷깃을 입은 흰 개가 잔디에서 뛰어 내리고있다.
2994104606_bc2df6c1f4.jpg,눈에 갈색과 검은 색 반점이있는 흰색 개가 푸른 잔디를 달리고 있습니다.
2994104606_bc2df6c1f4.jpg,작은 흰색 개가 풀밭에서 뛰어 내립니다.
2994104606_bc2df6c1f4.jpg,입으로 흰색과 갈색 개가 잔디에서 실행을 엽니 다.
2994107810_af56326389.jpg,주황색 유니폼을 입은 농구 선수가 거꾸로 보인다.
2994107810_af56326389.jpg,주황색 저지를 입은 농구 선수는 파란색 저지를 입은 선수가 보호하고 있습니다.
2994107810_af56326389.jpg,농구 선수는 다른 선수가 그를 막으려 고 할 때 코트를 둘러 봅니다.
2994107810_af56326389.jpg,반대 팀에서 농구를하는 두 남자.
2994107810_af56326389.jpg,두 남자가 농구를한다.
2994179598_a45c2732b5.jpg,마이애미 농구 유니폼을 입은 남자가 오른쪽을보고
2994179598_a45c2732b5.jpg,남자는 주황색 저지를 입는다.
2994179598_a45c2732b5.jpg,마이애미 농구 선수가 멀리서 쳐다 본다.
2994179598_a45c2732b5.jpg,망 셔츠는 주황색이며 어깨에 미국 국기 패치가 있습니다.
2994179598_a45c2732b5.jpg,마이애미 농구 선수가 찾고 있습니다.
2994205788_f8b3f2e840.jpg, 지하철역에서 잠든 남자
2994205788_f8b3f2e840.jpg,망원경을 들고 기차 플랫폼에 누워있는 남자.
2994205788_f8b3f2e840.jpg,한 남자가 철로 근처의 벽에 눕는다.
2994205788_f8b3f2e840.jpg,한 남자가 금속 장비에 손을 대고 시멘트 기둥에 기대어있다.
2994205788_f8b3f2e840.jpg,지하철에서 바닥에서 자고있는 남자.
2995461857_dd26188dcf.jpg,개가 도로를 건널 때 자동차 내부에서 볼 수 있습니다.
2995461857_dd26188dcf.jpg,개 한 마리가 차 앞에서 길을 건너다
2995461857_dd26188dcf.jpg,동물이 도로 한가운데를 달리고 있습니다.
2995461857_dd26188dcf.jpg,차량 앞 유리를 통해 길을 건너는 개를 바라보고 있습니다.
2995461857_dd26188dcf.jpg,자동차 앞에서 길을 건너는 동물이 있습니다.
299572828_4b38b80d16.jpg,암벽 등반은 남자의 근접 촬영.
299572828_4b38b80d16.jpg,한 남자가 도끼로 나무를 자른다.
299572828_4b38b80d16.jpg,격자 무늬 셔츠를 입은 남자는 나무 옆의 도구를 사용합니다.
299572828_4b38b80d16.jpg,격자 무늬 셔츠를 입은 남자가 도끼로 나무를 친다.
299572828_4b38b80d16.jpg,한 남자가 붉은 망치로 바위를 긁고있다.
2995935078_beedfe463a.jpg,방망이를 휘두르는 야구 선수
2995935078_beedfe463a.jpg,을 휘두르는 크리켓 선수는 얼굴 가드와 함께 흰색 정장과 검은 헬멧을 착용합니다.
2995935078_beedfe463a.jpg,한 남자가 흰색 옷을 입고 크리켓을하고있다.
2995935078_beedfe463a.jpg, 필드에서 크리켓 선수
2995935078_beedfe463a.jpg,흰색 유니폼과 무릎 보호대를 입은 사람이 나무 라켓을 들고 게임을하고 있습니다.
299612419_b55fe32fea.jpg,한 무리의 청년들이 바위 위에 앉아 멀리서 바라본다.
299612419_b55fe32fea.jpg,풍경을 바라 보는 바위에 앉아있는 세 남자.
299612419_b55fe32fea.jpg,빨간 모자와 셔츠를 입은 남자가 밖을 내다 보는 동안 세 남자는 모래 위의 바위 위에 앉아있다.
299612419_b55fe32fea.jpg,세 명의 청년이 산 꼭대기에있는 바위 위에 앉아있다.
299612419_b55fe32fea.jpg,두 사람은 바위 위에 앉아 있고 다른 사람은 멀리서 바라보고 있습니다.
299676757_571ee47280.jpg,빨간 머리 여자는 유럽 안뜰에서 그녀의 뒤를 본다.
299676757_571ee47280.jpg,한 여자가 벽돌 길 한가운데 서있다.
299676757_571ee47280.jpg,주황색 신발을 신고있는 여성이 광장에 멈 춥니 다.
299676757_571ee47280.jpg, 어두운 탑의 숙녀
299676757_571ee47280.jpg,마을 광장에서 긴 치마를 입은 여자.
2998024845_1529c11694.jpg,주황색 셔츠와 파란색 헬멧을 쓴 남자가 자전거를 타고 있습니다.
2998024845_1529c11694.jpg,경주에서 자전거를 타는 오렌지색 양복을 입은 남자.
2998024845_1529c11694.jpg,스피드 바이커가 자전거를 급회전합니다.
2998024845_1529c11694.jpg,자전거 타는 사람은 헬멧을 쓰고 있습니다.
2998024845_1529c11694.jpg,주황색 저지를 입은 사이클리스트가 코너를 돌았습니다.
2998185688_8d33e4ce38.jpg,마상 시합에 깃발을 표시하는 말을 탄 남자.
2998185688_8d33e4ce38.jpg,남자들은 깃발을 들고 말을 타고갑니다.
2998185688_8d33e4ce38.jpg,마상 대회에서 깃발을 들고 말을 타는 남자.
2998185688_8d33e4ce38.jpg,밝은 색의 깃발이 달린 말을 타고 남자 퍼레이드.
2998185688_8d33e4ce38.jpg,여러 기수들이 깃발을 들고 서로 지나가고 있습니다.
2998277360_9b4c0192f1.jpg, 노란색 매끈한 옷을 입은 남자가   아래로   라고 말하는 사인을 들고있다. 
2998277360_9b4c0192f1.jpg, 노란색 비옷을 입은 노인 여성이 흰색 건물 옆에 앉아 있습니다.
2998277360_9b4c0192f1.jpg,노란색 파카 panhandling 노인 여성
2998277360_9b4c0192f1.jpg,노란색 코트와 골판지 기호 남자.
2998277360_9b4c0192f1.jpg, 노란색 재킷을 입은 노인 여성
2998504949_1022fec53b.jpg,파란 코트를 입은 남자가 버스가 배경을 지나갈 때 작은 흰색 동물을 걷습니다.
2998504949_1022fec53b.jpg,가죽 끈에 작은 흰색 동물을 들고 파란색 재킷을 입은 남자
2998504949_1022fec53b.jpg, 파란색 재킷을 입은 남자가
2998504949_1022fec53b.jpg,한 남자가 가죽 끈에 작은 동물과 함께 보도에 있습니다.
2998504949_1022fec53b.jpg,한 노인이 가죽 끈으로 거리를 걷고있는 흰 족제비.
2998861375_02817e0147.jpg,군대 구성원 그룹이 총을 겨냥합니다.
2998861375_02817e0147.jpg,군복을 입은 군인들과 귀마개를 엎드려 총을 쏜다.
2998861375_02817e0147.jpg,소총을 쏘는 방법을 배우는 군인.
2998861375_02817e0147.jpg,군인은 소총을 쏜다.
2998861375_02817e0147.jpg,위장을 입은 사람들은 총을 쏠 준비를하고있다.
2998945968_86f236d1e8.jpg,한 그룹의 자전거 타는 사람이 자전거를 어깨에 얹고 도보로 오르막길을 달리고 있습니다.
2998945968_86f236d1e8.jpg,자전거 타는 사람들이 자전거를 타고 언덕을 올라갑니다.
2998945968_86f236d1e8.jpg,자전거 타는 사람들이 자전거를 타고 가파른 잔디 언덕을 오르고 있습니다.
2998945968_86f236d1e8.jpg,사람들은 자전거를 타고 언덕을 올라갑니다.
2998945968_86f236d1e8.jpg,여러 자전거 타는 사람들이 자전거를 타고 풀이 무성한 언덕을 올라갑니다.
2999162229_80d17099b6.jpg,주황색 셔츠를 입은 소녀가 촛불을 밝힙니다.
2999162229_80d17099b6.jpg,주황색 소녀가 촛불을 켜고 있습니다.
2999162229_80d17099b6.jpg,주황색 옷을 입은 소녀가 촛불을 켜고있다.
2999162229_80d17099b6.jpg,묘지에서 꽃 가운데 촛불을 조명하는 어린 소녀.
2999162229_80d17099b6.jpg,흰색 촛불을 조명하는 주황색 셔츠에 소녀입니다.
2999638340_75bc8b165d.jpg,갈색 개가 눈 속에 누워있다.
2999638340_75bc8b165d.jpg,갈색 개가 눈 위에 누워있다.
2999638340_75bc8b165d.jpg,갈색 개가 사진을 위해 포즈를 취하는 동안 눈 속에 눕습니다.
2999638340_75bc8b165d.jpg,눈 속에서 재생하는 갈색 개.
2999638340_75bc8b165d.jpg,황갈색 개가 눈에 앉아있다
2999730677_0cfa1c146e.jpg,두 마리의 개가 나뭇잎으로 덮인 잔디밭에서 서로 점프합니다.
2999730677_0cfa1c146e.jpg,두 마리의 개가 잎사귀에서 서로 놀아요.
2999730677_0cfa1c146e.jpg,두 마리의 강아지가 나뭇잎에서 놀고 있습니다.
2999730677_0cfa1c146e.jpg,나뭇잎 무리로 둘러싸인 서로 놀고있는 두 강아지
2999730677_0cfa1c146e.jpg, 작은 개 두 마리
2999735171_87ca43c225.jpg,밴드 멤버가 공중에서 점프합니다.
2999735171_87ca43c225.jpg,한 무리의 사람들이 거리에서 음악을 연주하는 동안 공중으로 점프합니다.
2999735171_87ca43c225.jpg,밴드가 음악을 연주하는 동안 파란 바지를 입은 남자가 점프하고있다.
2999735171_87ca43c225.jpg,사람들은 야외에서 스테레오 장비 근처에서 이야기합니다.
2999735171_87ca43c225.jpg,음악에 위아래로 점프하는 밴드의 여러 사람.
3000428313_8a1e65e20e.jpg,파란색 잠수복을 입은 소년이 서핑 보드를 타고 있습니다.
3000428313_8a1e65e20e.jpg,소년은 밝은 푸른 물에서 작은 파도 위에 서핑 보드를 탄다.
3000428313_8a1e65e20e.jpg,파란색 잠수복을 입은 소년이 파란색 서핑 보드에 탄다.
3000428313_8a1e65e20e.jpg,소년은 물속에서 블루 보드를 타고있다.
3000428313_8a1e65e20e.jpg,파란색 잠수복에 두 아이가 서핑.
3000722396_1ae2e976c2.jpg,흑인과 백인 개는 공 장난감을 나른다.
3000722396_1ae2e976c2.jpg,흑인과 백인 개는 푸른 잔디를 통해 빨간색 장난감을 나른다.
3000722396_1ae2e976c2.jpg,흑인과 백인 개는 들판에 큰 빨간색 둥근 장난감의 손잡이를 잡고
3000722396_1ae2e976c2.jpg,빨간 공을 들고 흑인과 백인 개입니다.
3000722396_1ae2e976c2.jpg,자랑스러운 개는 가져온 장난감을 가지고 돌아옵니다.
300148649_72f7f0399c.jpg,아코디언을 연주하는 흰 셔츠와 청바지를 입은 남자.
300148649_72f7f0399c.jpg,백인 남자가 검은 색 아코디언을 연주하고 있습니다.
300148649_72f7f0399c.jpg,한 남자가 공원 벤치에서 아코디언을 연주합니다.
300148649_72f7f0399c.jpg,한 남자가 아코디언을 연주합니다.
300148649_72f7f0399c.jpg,앉아있는 소년이 아코디언을 연주합니다.
3001612175_53567ffb58.jpg,남자와 개가 시멘트 계단을 걸어 내려 가고 머리 스카프를 한 여자가 바닥 계단에 앉은 자세에서 바라보고 있습니다.
3001612175_53567ffb58.jpg,한 남자가 검은 색 옷을 입은 여자가 앉은 시멘트 계단을 따라 검은 개를 산책시킨다.
3001612175_53567ffb58.jpg, 개를 데리고있는 여성이 야외 계단을 내려갑니다.
3001612175_53567ffb58.jpg,젊은 남자가 검은 옷을 입은 여성이 앉아있는 계단을 따라 개를 산책시킵니다.
3001612175_53567ffb58.jpg,한 여성이 계단에 앉아 다른 여성이 내려오고 있습니다.
300222673_573fd4044b.jpg,한 남자가 고양이를 위해 기타로 노래를 부른다.
300222673_573fd4044b.jpg,고양이가 그를 지켜 보는 동안 남자는 노란색 기타를 연주한다.
300222673_573fd4044b.jpg,한 남자가 고양이를 응시하면서 노란색 기타를 연주합니다.
300222673_573fd4044b.jpg, 한 남자
300222673_573fd4044b.jpg,남자는 기타를 연주하고 고양이와 함께 앉아있다.
3002448718_a478c64fb4.jpg,진 스커트와 슈퍼맨 셔츠를 입은 소녀들이 서있다.
3002448718_a478c64fb4.jpg,검은 셔츠를 입은 여성 그룹.
3002448718_a478c64fb4.jpg, Odeon 앞에서 네 여자는 비슷한 검은 옷을 입는다
3002448718_a478c64fb4.jpg, 일치하는 의상을 입은 소녀들
3002448718_a478c64fb4.jpg,화창한 날에 거리에서 걷는 여자.
300274198_eefd8e057e.jpg,타일 ​​바닥이있는 녹색 방에 앉아있는 동안 갈비를 핥는 갈색과 흰색 개.
300274198_eefd8e057e.jpg,갈색 개가 두 개의 빈 먹이 그릇 옆에 서있는 동안 입술을 핥고 있습니다.
300274198_eefd8e057e.jpg,갈색 핏불은 빈 음식 그릇이 채워질 때까지 기다릴 때 볶음밥을 핥습니다.
300274198_eefd8e057e.jpg,개가 두 개의 먹이통 옆에 앉아 입술을 핥고 있습니다.
300274198_eefd8e057e.jpg,접시에 음식이없는 방에서 입술을 핥는 개.
3002920707_5d2e6e6aac.jpg,소년과 소녀 춤.
3002920707_5d2e6e6aac.jpg,소년과 소녀가 춤을 추고 있습니다.
3002920707_5d2e6e6aac.jpg,갈색 반바지를 입은 한 소년이 나무 마루가 깔린 방에서 녹색 후드를 입은 소녀와 춤을 추고있는 동안 다른 아이들은 바라보고 있습니다.
3002920707_5d2e6e6aac.jpg,어린 소녀와 어린 소년이 서로 마주보고 있습니다.
3002920707_5d2e6e6aac.jpg,마주 보는 두 아이가 춤을 추고있다.
3003011417_79b49ff384.jpg,한 무리의 아이들이 파란 헬멧을 쓰고 패들을 들고 뗏목에 앉아 있습니다.
3003011417_79b49ff384.jpg,한 무리의 아이들이 막대기와 밧줄로 만든 뗏목을 젓습니다.
3003011417_79b49ff384.jpg,아이들은 공예품에 노를 저어요.
3003011417_79b49ff384.jpg, 생명 보호구와 헬멧을 착용 한 어린이
3003011417_79b49ff384.jpg,뗏목에 파란색 헬멧과 파란색과 빨간색 구명 조끼를 입고 여러 어린 소년
300314926_0b2e4b64f5.jpg,남자는 웨이크 보드를 타면서 많은 방송 시간을 얻습니다.
300314926_0b2e4b64f5.jpg,한 남자가 스키를 타고 수상 스키를 타고 물 밖으로 뛰어 내립니다.
300314926_0b2e4b64f5.jpg,웨이크 보더가 공중에서 도약합니다.
300314926_0b2e4b64f5.jpg,수상 스키 선수가 줄을 잡고있는 동안 공중에서 점프하고 있습니다.
300314926_0b2e4b64f5.jpg,보드 위의 남자는 파도를 사용하여 공중으로 높이 뛰어 올랐다.
3003612178_8230d65833.jpg,하얀 스웨터와 검은 모자를 쓰고 붉은 입술을 가진 웃는 여자가 손을 흔든다.
3003612178_8230d65833.jpg,검은 머리를 가진 땅딸막 한 여자가 웃고 말린 옥수수 줄기 사이에서 손을 흔든다.
3003612178_8230d65833.jpg,말린 옥수수 껍질 옆을 흔들며 노란색 솜털 셔츠를 입은 여자.
3003612178_8230d65833.jpg,카메라를 흔들며 웃고있는 여자.
3003612178_8230d65833.jpg,말린 옥수수 껍질 두 더미 사이에서 손을 흔드는 여자.
3003691049_f4363c2d5c.jpg,개는 경찰 순양함 옆에있는 어린 소녀를 모퉁이로 돌린다.
3003691049_f4363c2d5c.jpg,경찰차 근처에서 강아지와 함께 노는 소녀.
3003691049_f4363c2d5c.jpg, 큰 흰색 개
3003691049_f4363c2d5c.jpg, 어린 소녀가 큰
3003691049_f4363c2d5c.jpg,소녀는 차도에서 개와 놀고 있습니다.
300371487_daec5d11ab.jpg,분홍색 공을 가지고 노는 갈색 개.
300371487_daec5d11ab.jpg,빨간 공을 쫓는 갈색 개.
300371487_daec5d11ab.jpg,분홍색 공을 쫓는 개.
300371487_daec5d11ab.jpg,갈색 개는 공원에서 분홍색 공을 잡는다.
300371487_daec5d11ab.jpg,분홍색 공을 쫓는 갈색 개.
3004287781_c041c09c16.jpg,손으로 흥분된 표정을 짓는 사람들
